word_id,display_form,lemma_form,lemma_norm,reading,pos_major,pos_bucket,lexeme_class,pos_detail,content_word_class,normalization_group_id,variant_counts,reading_variants,pos_detail_variants,total_count_final,solving_count_final,listening_count_final,listening_question_count_final,listening_transcript_text_count_final,listening_asr_approved_count_final,paper_count,solving_paper_count,listening_paper_count,first_year,last_year,years_present,surface_variant_count,reading_variant_count,source_confidence_min,source_confidence_avg,token_confidence_min,token_confidence_avg,has_asr_occurrence,has_ocr_occurrence,sense_ambiguous
1a7d373fb13bd8cf05deb54e,の,の,の,の,助詞,particle,particle,助詞|格助詞|*|*|*|*,function,の,"{""の"": 3803, ""ん"": 115}","{""の"": 3803, ""ん"": 115}","{""助詞|格助詞|*|*|*|*"": 2980, ""助詞|準体助詞|*|*|*|*"": 927, ""助詞|終助詞|*|*|*|*"": 11}",3918,3918,0,0,0,0,29,29,0,1998,2025,1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2,2,,,0.848,0.9,False,False,False
1e404d6ef77b2e399dcac9ea,て,て,て,て,助詞,particle,particle,助詞|接続助詞|*|*|*|*,function,て,"{""て"": 3060}","{""て"": 3060}","{""助詞|接続助詞|*|*|*|*"": 3060}",3060,3060,0,0,0,0,29,29,0,1998,2025,1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,1,,,0.848,0.9,False,False,False
b74666b0d04cf261a8b1cb56,に,に,に,に,助詞,particle,particle,助詞|格助詞|*|*|*|*,function,に,"{""に"": 3049, ""ニ"": 1}","{""に"": 3050}","{""助詞|格助詞|*|*|*|*"": 3050}",3050,3050,0,0,0,0,29,29,0,1998,2025,1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2,1,,,0.812,0.9,False,False,False
340ea5148a239ebe5f04b7a9,は,は,は,は,助詞,particle,particle,助詞|係助詞|*|*|*|*,function,は,"{""は"": 2693}","{""は"": 2693}","{""助詞|係助詞|*|*|*|*"": 2693}",2693,2693,0,0,0,0,29,29,0,1998,2025,1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,1,,,0.9,0.9,False,False,False
a28c9bd57bfd06cb89b8abe3,な,だ,だ,な,助動詞,auxiliary,auxiliary:aux_sensitive,助動詞|*|*|*|助動詞-ダ|連用形-促音便,function,だ,"{""じゃ"": 26, ""だ"": 604, ""だっ"": 79, ""だろ"": 1, ""だろう"": 73, ""で"": 528, ""な"": 644, ""なら"": 62, ""に"": 545}","{""じゃ"": 26, ""だ"": 604, ""だっ"": 79, ""だろ"": 1, ""だろう"": 73, ""で"": 528, ""な"": 644, ""なら"": 62, ""に"": 545}","{""助動詞|*|*|*|助動詞-ダ|仮定形-一般"": 62, ""助動詞|*|*|*|助動詞-ダ|意志推量形"": 74, ""助動詞|*|*|*|助動詞-ダ|終止形-一般"": 604, ""助動詞|*|*|*|助動詞-ダ|連体形-一般"": 644, ""助動詞|*|*|*|助動詞-ダ|連用形-ニ"": 545, ""助動詞|*|*|*|助動詞-ダ|連用形-一般"": 528, ""助動詞|*|*|*|助動詞-ダ|連用形-促音便"": 79, ""助動詞|*|*|*|助動詞-ダ|連用形-融合"": 26}",2562,2562,0,0,0,0,29,29,0,1998,2025,1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,9,9,,,0.848,0.9,False,False,False
326d90f1b8fec3a5ef603e0f,が,が,が,が,助詞,particle,particle,助詞|格助詞|*|*|*|*,function,が,"{""が"": 2320}","{""が"": 2320}","{""助詞|接続助詞|*|*|*|*"": 340, ""助詞|格助詞|*|*|*|*"": 1980}",2320,2320,0,0,0,0,29,29,0,1998,2025,1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,1,,,0.848,0.9,False,False,False
8dfffbff2fed4e8b3090bbb8,た,た,た,た,助動詞,auxiliary,auxiliary,助動詞|*|*|*|助動詞-タ|終止形-一般,function,た,"{""た"": 2076, ""たら"": 133, ""だ"": 42, ""だら"": 2}","{""た"": 2076, ""たら"": 133, ""だ"": 42, ""だら"": 2}","{""助動詞|*|*|*|助動詞-タ|仮定形-一般"": 135, ""助動詞|*|*|*|助動詞-タ|終止形-一般"": 1222, ""助動詞|*|*|*|助動詞-タ|連体形-一般"": 896}",2253,2253,0,0,0,0,29,29,0,1998,2025,1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,4,4,,,0.848,0.9,False,False,False
bd0df4a4d4c21488a5f07c2d,を,を,を,を,助詞,particle,particle,助詞|格助詞|*|*|*|*,function,を,"{""を"": 2082}","{""を"": 2082}","{""助詞|格助詞|*|*|*|*"": 2082}",2082,2082,0,0,0,0,29,29,0,1998,2025,1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,1,,,0.9,0.9,False,False,False
8042dc832002f3ea3432bea1,と,と,と,と,助詞,particle,particle,助詞|格助詞|*|*|*|*,function,と,"{""っと"": 1, ""と"": 1822}","{""っと"": 1, ""と"": 1822}","{""助詞|接続助詞|*|*|*|*"": 257, ""助詞|格助詞|*|*|*|*"": 1566}",1823,1823,0,0,0,0,29,29,0,1998,2025,1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2,2,,,0.848,0.9,False,False,False
9eebdbdd7c5e25417a8e8d33,し,為る,為る,し,動詞,verb,verb,動詞|非自立可能|*|*|サ行変格|連用形-一般,content,為る,"{""さ"": 130, ""し"": 980, ""しょう"": 1, ""しよう"": 24, ""す"": 11, ""する"": 451, ""すれ"": 24, ""せ"": 13}","{""さ"": 130, ""し"": 980, ""しょう"": 1, ""しよう"": 24, ""す"": 11, ""する"": 451, ""すれ"": 24, ""せ"": 13}","{""動詞|非自立可能|*|*|サ行変格|仮定形-一般"": 24, ""動詞|非自立可能|*|*|サ行変格|意志推量形"": 25, ""動詞|非自立可能|*|*|サ行変格|未然形-サ"": 130, ""動詞|非自立可能|*|*|サ行変格|未然形-セ"": 12, ""動詞|非自立可能|*|*|サ行変格|未然形-一般"": 87, ""動詞|非自立可能|*|*|サ行変格|終止形-一般"": 178, ""動詞|非自立可能|*|*|サ行変格|連体形-一般"": 273, ""動詞|非自立可能|*|*|サ行変格|連用形-一般"": 893, ""動詞|非自立可能|*|*|文語サ行変格|未然形-一般"": 1, ""動詞|非自立可能|*|*|文語サ行変格|終止形-一般"": 11}",1634,1634,0,0,0,0,29,29,0,1998,2025,1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,8,8,,,0.9,0.9,False,False,False
e1e305791ecd08605e609e79,で,で,で,で,助詞,particle,particle,助詞|格助詞|*|*|*|*,function,で,"{""じゃ"": 5, ""で"": 1200}","{""じゃ"": 5, ""で"": 1200}","{""助詞|接続助詞|*|*|*|*"": 153, ""助詞|格助詞|*|*|*|*"": 1052}",1205,1205,0,0,0,0,29,29,0,1998,2025,1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2,2,,,0.9,0.9,False,False,False
35550afb1ca89db33e0543b1,ます,ます,ます,ます,助動詞,auxiliary,auxiliary:aux_sensitive,助動詞|*|*|*|助動詞-マス|終止形-一般,function,ます,"{""まし"": 261, ""ましょう"": 58, ""ます"": 489, ""ませ"": 221}","{""まし"": 261, ""ましょう"": 58, ""ます"": 489, ""ませ"": 221}","{""助動詞|*|*|*|助動詞-マス|命令形"": 1, ""助動詞|*|*|*|助動詞-マス|意志推量形"": 58, ""助動詞|*|*|*|助動詞-マス|未然形-一般"": 220, ""助動詞|*|*|*|助動詞-マス|終止形-一般"": 485, ""助動詞|*|*|*|助動詞-マス|連体形-一般"": 4, ""助動詞|*|*|*|助動詞-マス|連用形-一般"": 261}",1029,1029,0,0,0,0,29,29,0,1998,2025,1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,4,4,,,0.9,0.9,False,False,False
c4cba9ee254ca1bafc8869a3,も,も,も,も,助詞,particle,particle,助詞|係助詞|*|*|*|*,function,も,"{""も"": 1027}","{""も"": 1027}","{""助詞|係助詞|*|*|*|*"": 1027}",1027,1027,0,0,0,0,29,29,0,1998,2025,1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,1,,,0.9,0.9,False,False,False
