word_id,paper_id,unit_ids,canonical_section_ids,solving_count_final,listening_question_count_final,listening_transcript_text_count_final,listening_asr_approved_count_final,total_count_final,domain_presence,paper_solving_status,paper_listening_question_status,paper_listening_heard_status,paper_all_status,has_asr_occurrence,has_ocr_occurrence,asr_quality_flags
1a7d373fb13bd8cf05deb54e,gaokao-ja-2002-national-standard,machine_asr_heard_full_audio,989df6b212910366a239d263,0,0,0,32,32,listening_asr_approved,final,not_applicable,machine_provisional,machine_available,True,False,
b9451ed0cf8644dcd2065296,gaokao-ja-2002-national-standard,machine_asr_heard_full_audio,989df6b212910366a239d263,0,0,0,30,30,listening_asr_approved,final,not_applicable,machine_provisional,machine_available,True,False,
35550afb1ca89db33e0543b1,gaokao-ja-2002-national-standard,machine_asr_heard_full_audio,989df6b212910366a239d263,0,0,0,28,28,listening_asr_approved,final,not_applicable,machine_provisional,machine_available,True,False,
8dfffbff2fed4e8b3090bbb8,gaokao-ja-2002-national-standard,machine_asr_heard_full_audio,989df6b212910366a239d263,0,0,0,22,22,listening_asr_approved,final,not_applicable,machine_provisional,machine_available,True,False,
4308ad0cc72a0b9a5567c674,gaokao-ja-2002-national-standard,machine_asr_heard_full_audio,989df6b212910366a239d263,0,0,0,20,20,listening_asr_approved,final,not_applicable,machine_provisional,machine_available,True,False,
340ea5148a239ebe5f04b7a9,gaokao-ja-2002-national-standard,machine_asr_heard_full_audio,989df6b212910366a239d263,0,0,0,18,18,listening_asr_approved,final,not_applicable,machine_provisional,machine_available,True,False,
1e404d6ef77b2e399dcac9ea,gaokao-ja-2002-national-standard,machine_asr_heard_full_audio,989df6b212910366a239d263,0,0,0,16,16,listening_asr_approved,final,not_applicable,machine_provisional,machine_available,True,False,
326d90f1b8fec3a5ef603e0f,gaokao-ja-2002-national-standard,machine_asr_heard_full_audio,989df6b212910366a239d263,0,0,0,16,16,listening_asr_approved,final,not_applicable,machine_provisional,machine_available,True,False,
b74666b0d04cf261a8b1cb56,gaokao-ja-2002-national-standard,machine_asr_heard_full_audio,989df6b212910366a239d263,0,0,0,13,13,listening_asr_approved,final,not_applicable,machine_provisional,machine_available,True,False,
e1e305791ecd08605e609e79,gaokao-ja-2002-national-standard,machine_asr_heard_full_audio,989df6b212910366a239d263,0,0,0,11,11,listening_asr_approved,final,not_applicable,machine_provisional,machine_available,True,False,
06e50cdb167fdf79618c606f,gaokao-ja-2002-national-standard,machine_asr_heard_full_audio,989df6b212910366a239d263,0,0,0,9,9,listening_asr_approved,final,not_applicable,machine_provisional,machine_available,True,False,
8042dc832002f3ea3432bea1,gaokao-ja-2002-national-standard,machine_asr_heard_full_audio,989df6b212910366a239d263,0,0,0,9,9,listening_asr_approved,final,not_applicable,machine_provisional,machine_available,True,False,
a28c9bd57bfd06cb89b8abe3,gaokao-ja-2002-national-standard,machine_asr_heard_full_audio,989df6b212910366a239d263,0,0,0,9,9,listening_asr_approved,final,not_applicable,machine_provisional,machine_available,True,False,
e24256b2f4b9ff416d336c48,gaokao-ja-2002-national-standard,machine_asr_heard_full_audio,989df6b212910366a239d263,0,0,0,9,9,listening_asr_approved,final,not_applicable,machine_provisional,machine_available,True,False,
08ca7fe20e875bb5a01fc8bc,gaokao-ja-2002-national-standard,machine_asr_heard_full_audio,989df6b212910366a239d263,0,0,0,8,8,listening_asr_approved,final,not_applicable,machine_provisional,machine_available,True,False,
217d4b35f87dbc59bbc4d83b,gaokao-ja-2002-national-standard,machine_asr_heard_full_audio,989df6b212910366a239d263,0,0,0,8,8,listening_asr_approved,final,not_applicable,machine_provisional,machine_available,True,False,
