word_id,display_form,lemma_form,lemma_norm,reading,pos_major,pos_bucket,lexeme_class,pos_detail,content_word_class,normalization_group_id,variant_counts,reading_variants,pos_detail_variants,total_count_final,solving_count_final,listening_count_final,listening_question_count_final,listening_transcript_text_count_final,listening_asr_approved_count_final,paper_count,solving_paper_count,listening_paper_count,first_year,last_year,years_present,surface_variant_count,reading_variant_count,source_confidence_min,source_confidence_avg,token_confidence_min,token_confidence_avg,has_asr_occurrence,has_ocr_occurrence,sense_ambiguous
1a7d373fb13bd8cf05deb54e,の,の,の,の,助詞,particle,particle,助詞|格助詞|*|*|*|*,function,の,"{""の"": 1015, ""ん"": 200, ""ン"": 1}","{""の"": 1015, ""ん"": 201}","{""助詞|格助詞|*|*|*|*"": 825, ""助詞|準体助詞|*|*|*|*"": 346, ""助詞|終助詞|*|*|*|*"": 45}",1216,0,1216,375,289,552,25,0,25,2002,2025,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,3,2,,,0.812,0.9,True,False,False
340ea5148a239ebe5f04b7a9,は,は,は,は,助詞,particle,particle,助詞|係助詞|*|*|*|*,function,は,"{""は"": 749}","{""は"": 749}","{""助詞|係助詞|*|*|*|*"": 749}",749,0,749,185,180,384,25,0,25,2002,2025,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,1,,,0.9,0.9,True,False,False
b9451ed0cf8644dcd2065296,です,です,です,です,助動詞,auxiliary,auxiliary:aux_sensitive,助動詞|*|*|*|助動詞-デス|終止形-一般,function,です,"{""でし"": 25, ""でしょ"": 6, ""でしょう"": 44, ""です"": 625, ""ス"": 1}","{""す"": 1, ""でし"": 25, ""でしょ"": 6, ""でしょう"": 44, ""です"": 625}","{""助動詞|*|*|*|助動詞-デス|意志推量形"": 50, ""助動詞|*|*|*|助動詞-デス|終止形-一般"": 625, ""助動詞|*|*|*|助動詞-デス|連体形-一般"": 1, ""助動詞|*|*|*|助動詞-デス|連用形-一般"": 25}",701,0,701,50,209,442,25,0,25,2002,2025,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,5,5,,,0.812,0.9,True,False,False
35550afb1ca89db33e0543b1,ます,ます,ます,ます,助動詞,auxiliary,auxiliary:aux_sensitive,助動詞|*|*|*|助動詞-マス|終止形-一般,function,ます,"{""まし"": 159, ""ましょ"": 2, ""ましょう"": 23, ""ます"": 418, ""ませ"": 97}","{""まし"": 159, ""ましょ"": 2, ""ましょう"": 23, ""ます"": 418, ""ませ"": 97}","{""助動詞|*|*|*|助動詞-マス|命令形"": 3, ""助動詞|*|*|*|助動詞-マス|意志推量形"": 25, ""助動詞|*|*|*|助動詞-マス|未然形-一般"": 94, ""助動詞|*|*|*|助動詞-マス|終止形-一般"": 405, ""助動詞|*|*|*|助動詞-マス|連体形-一般"": 13, ""助動詞|*|*|*|助動詞-マス|連用形-一般"": 159}",699,0,699,187,175,337,25,0,25,2002,2025,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,5,5,,,0.9,0.9,True,False,False
1e404d6ef77b2e399dcac9ea,て,て,て,て,助詞,particle,particle,助詞|接続助詞|*|*|*|*,function,て,"{""ちゃ"": 5, ""て"": 689}","{""ちゃ"": 5, ""て"": 689}","{""助詞|接続助詞|*|*|*|*"": 694}",694,0,694,152,177,365,25,0,25,2002,2025,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2,2,,,0.9,0.9,True,False,False
b74666b0d04cf261a8b1cb56,に,に,に,に,助詞,particle,particle,助詞|格助詞|*|*|*|*,function,に,"{""に"": 619}","{""に"": 619}","{""助詞|格助詞|*|*|*|*"": 619}",619,0,619,175,137,307,25,0,25,2002,2025,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,1,,,0.9,0.9,True,False,False
8dfffbff2fed4e8b3090bbb8,た,た,た,た,助動詞,auxiliary,auxiliary,助動詞|*|*|*|助動詞-タ|終止形-一般,function,た,"{""た"": 547, ""たあ"": 1, ""たら"": 43, ""だ"": 6, ""だら"": 1}","{""た"": 547, ""たあ"": 1, ""たら"": 43, ""だ"": 6, ""だら"": 1}","{""助動詞|*|*|*|助動詞-タ|仮定形-一般"": 44, ""助動詞|*|*|*|助動詞-タ|終止形-一般"": 338, ""助動詞|*|*|*|助動詞-タ|連体形-一般"": 216}",598,0,598,133,142,323,25,0,25,2002,2025,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,5,5,,,0.9,0.9,True,False,False
4308ad0cc72a0b9a5567c674,か,か,か,か,助詞,particle,particle,助詞|終助詞|*|*|*|*,function,か,"{""か"": 576}","{""か"": 576}","{""助詞|副助詞|*|*|*|*"": 76, ""助詞|終助詞|*|*|*|*"": 500}",576,0,576,165,129,282,25,0,25,2002,2025,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,1,,,0.9,0.9,True,False,False
326d90f1b8fec3a5ef603e0f,が,が,が,が,助詞,particle,particle,助詞|格助詞|*|*|*|*,function,が,"{""が"": 524}","{""が"": 524}","{""助詞|接続助詞|*|*|*|*"": 94, ""助詞|格助詞|*|*|*|*"": 430}",524,0,524,117,144,263,25,0,25,2002,2025,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,1,,,0.9,0.9,True,False,False
bd0df4a4d4c21488a5f07c2d,を,を,を,を,助詞,particle,particle,助詞|格助詞|*|*|*|*,function,を,"{""を"": 507}","{""を"": 507}","{""助詞|格助詞|*|*|*|*"": 507}",507,0,507,242,84,181,25,0,25,2002,2025,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,1,,,0.9,0.9,True,False,False
a28c9bd57bfd06cb89b8abe3,だ,だ,だ,だ,助動詞,auxiliary,auxiliary:aux_sensitive,助動詞|*|*|*|助動詞-ダ|終止形-一般,function,だ,"{""じゃ"": 32, ""じゃあ"": 2, ""だ"": 197, ""だっ"": 25, ""だろ"": 3, ""だろう"": 4, ""で"": 61, ""な"": 57, ""なら"": 34, ""に"": 69}","{""じゃ"": 32, ""じゃあ"": 2, ""だ"": 197, ""だっ"": 25, ""だろ"": 3, ""だろう"": 4, ""で"": 61, ""な"": 57, ""なら"": 34, ""に"": 69}","{""助動詞|*|*|*|助動詞-ダ|仮定形-一般"": 34, ""助動詞|*|*|*|助動詞-ダ|意志推量形"": 7, ""助動詞|*|*|*|助動詞-ダ|終止形-一般"": 197, ""助動詞|*|*|*|助動詞-ダ|連体形-一般"": 57, ""助動詞|*|*|*|助動詞-ダ|連用形-ニ"": 69, ""助動詞|*|*|*|助動詞-ダ|連用形-一般"": 61, ""助動詞|*|*|*|助動詞-ダ|連用形-促音便"": 25, ""助動詞|*|*|*|助動詞-ダ|連用形-融合"": 34}",484,0,484,61,132,291,25,0,25,2002,2025,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,10,10,,,0.9,0.9,True,False,False
9eebdbdd7c5e25417a8e8d33,し,為る,為る,し,動詞,verb,verb,動詞|非自立可能|*|*|サ行変格|連用形-一般,content,為る,"{""さ"": 4, ""し"": 341, ""しよ"": 2, ""しよう"": 20, ""する"": 100, ""すれ"": 4}","{""さ"": 4, ""し"": 341, ""しよ"": 2, ""しよう"": 20, ""する"": 100, ""すれ"": 4}","{""動詞|非自立可能|*|*|サ行変格|仮定形-一般"": 4, ""動詞|非自立可能|*|*|サ行変格|意志推量形"": 22, ""動詞|非自立可能|*|*|サ行変格|未然形-サ"": 4, ""動詞|非自立可能|*|*|サ行変格|未然形-一般"": 22, ""動詞|非自立可能|*|*|サ行変格|終止形-一般"": 60, ""動詞|非自立可能|*|*|サ行変格|連体形-一般"": 40, ""動詞|非自立可能|*|*|サ行変格|連用形-一般"": 319}",471,0,471,171,96,204,25,0,25,2002,2025,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,6,6,,,0.9,0.9,True,False,False
580519abf0b79c150ea4c27f,から,から,から,から,助詞,particle,particle,助詞|格助詞|*|*|*|*,function,から,"{""から"": 365}","{""から"": 365}","{""助詞|接続助詞|*|*|*|*"": 203, ""助詞|格助詞|*|*|*|*"": 162}",365,0,365,132,81,152,25,0,25,2002,2025,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,1,,,0.9,0.9,True,False,False
e1e305791ecd08605e609e79,で,で,で,で,助詞,particle,particle,助詞|格助詞|*|*|*|*,function,で,"{""じゃ"": 3, ""じゃあ"": 3, ""で"": 358}","{""じゃ"": 3, ""じゃあ"": 3, ""で"": 358}","{""助詞|接続助詞|*|*|*|*"": 41, ""助詞|格助詞|*|*|*|*"": 323}",364,0,364,74,94,196,25,0,25,2002,2025,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,3,3,,,0.9,0.9,True,False,False
e26f327249a6fbc632e729b1,男,男,男,おとこ,名詞,noun,noun,名詞|普通名詞|一般|*|*|*,content,男,"{""男"": 297}","{""おとこ"": 297}","{""名詞|普通名詞|一般|*|*|*"": 297}",297,0,297,83,214,0,21,0,21,2006,2025,2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,1,,,0.9,0.9,False,False,False
217d4b35f87dbc59bbc4d83b,ね,ね,ね,ね,助詞,particle,particle,助詞|終助詞|*|*|*|*,function,ね,"{""ね"": 283}","{""ね"": 283}","{""助詞|終助詞|*|*|*|*"": 283}",283,0,283,0,99,184,25,0,25,2002,2025,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,1,,,0.9,0.9,True,False,False
8042dc832002f3ea3432bea1,と,と,と,と,助詞,particle,particle,助詞|格助詞|*|*|*|*,function,と,"{""と"": 277, ""ト"": 1}","{""と"": 278}","{""助詞|接続助詞|*|*|*|*"": 25, ""助詞|格助詞|*|*|*|*"": 253}",278,0,278,55,87,136,25,0,25,2002,2025,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2,1,,,0.812,0.9,True,False,False
